Gemeinde,coordinatex,coordinatey,name,streetNumber,zip,region,telephone,fax,openingHours,markettype,uid
Olten,47.355141,7.901618,SPAR express Olten,Baslerstrasse 77,4600,"{'isoCode': 'SO', 'localName': 'Solothurn', 'nameEn': 'Solothurn', 'uid': 121}",+41 62 508 45 39,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9697}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9698}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9699}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9700}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9701}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9702}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9703}]","{'marketType': 'SPAR express', 'uid': 2}",877
Bremgarten,47.355548,8.325682,SPAR express Bremgarten,Wohlerstrasse 55,5620,"{'isoCode': 'AG', 'localName': 'Aargau', 'nameEn': 'Aargau', 'uid': 104}",+41 56 200 15 95,,"[{'pretext': '', 'date': None, 'text': '', 'posttext': '', 'group': '', 'uid': 11958}]","{'marketType': 'SPAR express', 'uid': 2}",878
Villars sur Glâne,46.798988,7.130522,SPAR express Villars sur Glâne,Route de Villars-Vert 1,1752,"{'isoCode': 'FR', 'localName': 'Fribourg', 'nameEn': 'Fribourg', 'uid': 110}",062 508 46 19,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 11894}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 11895}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 11896}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12228}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 11898}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 11899}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 11900}]","{'marketType': 'SPAR express', 'uid': 2}",879
Signy,46.400652,6.20375,SPAR express Signy,Route Blanche 1,1274,"{'isoCode': 'VD', 'localName': 'Vaud', 'nameEn': 'Vaud', 'uid': 126}",062 508 46 22,,[],"{'marketType': 'SPAR express', 'uid': 2}",880
Egg bei Zürich,47.304442,8.690503,SPAR express Egg bei Zürich,Im Hanselmaa 2,8132,,062 508 45 20,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9690}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9691}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9692}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9693}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9694}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9695}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9696}]","{'marketType': 'SPAR express', 'uid': 2}",881
Otelfingen,47.458444,8.40683,SPAR express Otelfingen,Harbernstrasse 1,8112,,062 508 45 40,,[],"{'marketType': 'SPAR express', 'uid': 2}",883
Richterswil,47.21404,8.700389,SPAR express Richterswil,Seestrasse 73,8805,,062 508 45 45,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9360}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9635}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9636}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9637}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9638}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9361}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9634}]","{'marketType': 'SPAR express', 'uid': 2}",884
Rheinfelden,47.551703,7.803877,SPAR express AVIA Rheinfelden,Zürcherstrasse 34,4310,"{'isoCode': 'AG', 'localName': 'Aargau', 'nameEn': 'Aargau', 'uid': 104}",+41 62 508 45 44,,"[{'pretext': 'Mo', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9704}, {'pretext': 'Di', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9705}, {'pretext': 'Mi', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9706}, {'pretext': 'Do', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9707}, {'pretext': 'Fr', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9708}, {'pretext': 'Sa', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9709}, {'pretext': 'So', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9710}]","{'marketType': 'SPAR express', 'uid': 2}",887
Chur,46.861293,9.53393,SPAR express AVIA Chur Masanserstrasse,Masanserstrasse 133,7000,"{'isoCode': 'GR', 'localName': 'Graubünden', 'nameEn': 'Graubünden', 'uid': 113}",+41 62 508 45 14,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9728}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9729}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9730}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9731}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9732}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9733}, {'pretext': 'Sonntag', 'date': None, 'text': '08:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9734}]","{'marketType': 'SPAR express', 'uid': 2}",888
Cugy,46.588103,6.641488,SPAR express Cugy,Route de Morrens 2,1053,"{'isoCode': 'VD', 'localName': 'Vaud', 'nameEn': 'Vaud', 'uid': 126}",062 508 45 16,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9358}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9639}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9640}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9641}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9642}, {'pretext': 'Samstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9643}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9359}]","{'marketType': 'SPAR express', 'uid': 2}",885
Puidoux,46.492031,6.769603,SPAR Express Puidoux,Route Sous-la-Ville 2,1070,"{'isoCode': 'VD', 'localName': 'Vaud', 'nameEn': 'Vaud', 'uid': 126}",062 508 46 20,,"[{'pretext': 'Montag', 'date': None, 'text': '6:00 - 21:00 Uhr', 'posttext': '', 'group': '', 'uid': 12189}, {'pretext': 'Dienstag', 'date': None, 'text': '6:00 - 21:00 Uhr', 'posttext': '', 'group': '', 'uid': 12190}, {'pretext': 'Mittwoch', 'date': None, 'text': '6:00 - 21:00 Uhr', 'posttext': '', 'group': '', 'uid': 12191}, {'pretext': 'Donnerstag', 'date': None, 'text': '6:00 - 21:00 Uhr', 'posttext': '', 'group': '', 'uid': 12192}, {'pretext': 'Freitag', 'date': None, 'text': '6:00 - 21:00 Uhr', 'posttext': '', 'group': '', 'uid': 12193}, {'pretext': 'Samstag', 'date': None, 'text': '7:00 - 21:00 Uhr', 'posttext': '', 'group': '', 'uid': 12194}, {'pretext': 'Sonntag', 'date': None, 'text': '7:00 - 21:00 Uhr', 'posttext': '', 'group': '', 'uid': 12195}]","{'marketType': 'SPAR express', 'uid': 2}",900
Ruswil,47.079972,8.132046,SPAR express Ruswil,Hellbühlerstrasse 35,6017,"{'isoCode': 'LU', 'localName': 'Luzern', 'nameEn': 'Lucerne', 'uid': 115}",041 203 31 81,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': '', 'group': '', 'uid': 11918}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': '', 'group': '', 'uid': 11919}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': '', 'group': '', 'uid': 11920}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': '', 'group': '', 'uid': 11921}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': '', 'group': '', 'uid': 11922}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': '', 'group': '', 'uid': 11923}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': '', 'group': '', 'uid': 11924}]","{'marketType': 'SPAR express', 'uid': 2}",889
Liestal,47.497238,7.723134,SPAR express Liestal,Rheinstrasse 107a,4410,"{'isoCode': 'BL', 'localName': 'Basel-Landschaft', 'nameEn': 'Basel Landschaft', 'uid': 108}",+41 62 508 45 30,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': '', 'group': '', 'uid': 12510}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': '', 'group': '', 'uid': 12511}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': '', 'group': '', 'uid': 12512}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': '', 'group': '', 'uid': 12513}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': '', 'group': '', 'uid': 12514}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 21:00 Uhr', 'posttext': '', 'group': '', 'uid': 12515}, {'pretext': 'Sonntag', 'date': None, 'text': '08:00 - 21:00 Uhr', 'posttext': '', 'group': '', 'uid': 12516}]","{'marketType': 'SPAR express', 'uid': 2}",903
Arbon,47.510188,9.424352,SPAR express Arbon,St.Gallerstrasse 64,9320,"{'isoCode': 'TG', 'localName': 'Thurgau', 'nameEn': 'Thurgau', 'uid': 123}",+41 62 508 45 04,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12559}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12560}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12561}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12562}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12563}, {'pretext': 'Samstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12564}, {'pretext': 'Sonntag', 'date': None, 'text': '08:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12565}]","{'marketType': 'SPAR express', 'uid': 2}",905
St. Gallen,47.407742,9.287392,SPAR Handels AG,Schlachthofstrasse 12,9015,"{'isoCode': 'SG', 'localName': 'St. Gallen', 'nameEn': 'St. Gallen', 'uid': 119}",,,[],"{'marketType': 'SPAR express', 'uid': 2}",904
St. Gallen,47.409742,9.333642,SPAR express Fürstenlandstrasse,Fürstenlandstrasse 175,9014,"{'isoCode': 'SG', 'localName': 'St. Gallen', 'nameEn': 'St. Gallen', 'uid': 119}",,,"[{'pretext': 'Montag', 'date': None, 'text': '06.00 - 22.00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12573}, {'pretext': 'Dienstag', 'date': None, 'text': '06.00 - 22.00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12574}, {'pretext': 'Mittwoch', 'date': None, 'text': '06.00 - 22.00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12575}, {'pretext': 'Donnerstag', 'date': None, 'text': '06.00 - 22.00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12576}, {'pretext': 'Freitag', 'date': None, 'text': '06.00 - 22.00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12577}, {'pretext': 'Samstag', 'date': None, 'text': '06.00 - 22.00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12578}, {'pretext': 'Sonntag', 'date': None, 'text': '07.00 - 21.00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12579}]","{'marketType': 'SPAR express', 'uid': 2}",906
Oberburg,47.036132,7.629249,SPAR express Oberburg,Emmentalstrasse 98,3414,"{'isoCode': 'BE', 'localName': 'Bern', 'nameEn': 'Bern', 'uid': 107}",,,[],"{'marketType': 'SPAR express', 'uid': 2}",907
Ricken,47.26301,9.044466,SPAR mini Ricken,Wattwilerstrasse 1,8726,"{'isoCode': 'SG', 'localName': 'St. Gallen', 'nameEn': 'St. Gallen', 'uid': 119}",055 284 62 60,,"[{'pretext': 'Montag', 'date': None, 'text': '07:00 – 18:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 7409}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00 – 18:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9426}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00 – 18:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9427}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00 – 18:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9428}, {'pretext': 'Freitag', 'date': None, 'text': '07:00 – 18:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9429}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 – 17:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 7410}]","{'marketType': 'SPAR mini', 'uid': 8}",819
Trogen,47.407656,9.461278,SPAR mini Trogen,Speicherstrasse 10,9043,"{'isoCode': 'AR', 'localName': 'Appenzell Ausserrhoden', 'nameEn': 'Appenzell Ausserrhoden', 'uid': 106}",+41 71 344 13 42,+41 71 344 18 84,"[{'pretext': 'Montag', 'date': None, 'text': '07:30 - 12:00 Uhr', 'posttext': '14:00 - 18:30 Uhr', 'group': '', 'uid': 7146}, {'pretext': 'Dienstag', 'date': None, 'text': '07:30 - 12:00 Uhr', 'posttext': '14:00 - 18:30 Uhr', 'group': '', 'uid': 9489}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:30 - 12:00 Uhr', 'posttext': '14:00 - 18:30 Uhr', 'group': '', 'uid': 9490}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:30 - 12:00 Uhr', 'posttext': '14:00 - 18:30 Uhr', 'group': '', 'uid': 9491}, {'pretext': 'Freitag', 'date': None, 'text': '07:30 - 12:00 Uhr', 'posttext': '14:00 - 18:30 Uhr', 'group': '', 'uid': 9492}, {'pretext': 'Samstag', 'date': None, 'text': '07:30 - 14:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 7148}]","{'marketType': 'SPAR mini', 'uid': 8}",676
Amden,47.149521,9.144058,SPAR mini Amden,Dorfstrasse 35,8873,"{'isoCode': 'SG', 'localName': 'St. Gallen', 'nameEn': 'St. Gallen', 'uid': 119}",+41 55 611 17 77,,"[{'pretext': 'Mo', 'date': None, 'text': '07:00 - 12:00 Uhr', 'posttext': '13:30 - 18:00 Uhr', 'group': '', 'uid': 9683}, {'pretext': 'Di', 'date': None, 'text': '07:00 - 12:00 Uhr', 'posttext': '13:30 - 18:00 Uhr', 'group': '', 'uid': 9684}, {'pretext': 'Mi', 'date': None, 'text': '07:00 - 12:00 Uhr', 'posttext': '13:30 - 18:00 Uhr', 'group': '', 'uid': 9685}, {'pretext': 'Do', 'date': None, 'text': '07:00 - 12:00 Uhr', 'posttext': '13:30 - 18:00 Uhr', 'group': '', 'uid': 9686}, {'pretext': 'Fr', 'date': None, 'text': '07:00 - 12:00 Uhr', 'posttext': '13:30 - 18:00 Uhr', 'group': '', 'uid': 9687}, {'pretext': 'Sa', 'date': None, 'text': '07:00 - 16:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9688}, {'pretext': 'So', 'date': None, 'text': '08:00 - 11:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9689}]","{'marketType': 'SPAR mini', 'uid': 8}",698
St. Antoni,46.821807,7.26095,SPAR mini St. Antoni,Hauptstrasse 30,1713,"{'isoCode': 'FR', 'localName': 'Fribourg', 'nameEn': 'Fribourg', 'uid': 110}",+41 26 495 18 81,+41 26 495 18 84,"[{'pretext': 'Montag', 'date': None, 'text': '07:00 - 12:00 Uhr', 'posttext': '13:30 - 18:30 Uhr', 'group': '', 'uid': 7149}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00 - 12:00 Uhr', 'posttext': '13:30 - 18:30 Uhr', 'group': '', 'uid': 9493}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00 - 12:00 Uhr', 'posttext': 'Nachmittag geschlossen', 'group': '', 'uid': 7150}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00 - 12:00 Uhr', 'posttext': '13:30 - 18:30 Uhr', 'group': '', 'uid': 9494}, {'pretext': 'Freitag', 'date': None, 'text': '07:00 - 12:00 Uhr', 'posttext': '13:30 - 18:30 Uhr', 'group': '', 'uid': 9495}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 15:00 Uhr', 'posttext': '', 'group': '', 'uid': 7151}]","{'marketType': 'SPAR mini', 'uid': 8}",729
Grossaffoltern,47.066688,7.360973,SPAR mini Grossaffoltern,Dorfstrasse 41,3257,"{'isoCode': 'BE', 'localName': 'Bern', 'nameEn': 'Bern', 'uid': 107}",032 389 18 70,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 12:30 Uhr', 'posttext': '13:30\xa0- 18:30 Uhr', 'group': '', 'uid': 7411}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 12:30 Uhr', 'posttext': '13:30\xa0- 18:30 Uhr', 'group': '', 'uid': 9496}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 12:30 Uhr', 'posttext': '13:30\xa0- 18:30 Uhr', 'group': '', 'uid': 9497}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 12:30 Uhr', 'posttext': '13:30\xa0- 18:30 Uhr', 'group': '', 'uid': 9498}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 12:30 Uhr', 'posttext': '13:30\xa0- 18:30 Uhr', 'group': '', 'uid': 9499}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 17:00 Uhr', 'posttext': '', 'group': '', 'uid': 7412}, {'pretext': 'Sonntag', 'date': None, 'text': '08:00 - 12:00 Uhr', 'posttext': '', 'group': '', 'uid': 7413}]","{'marketType': 'SPAR mini', 'uid': 8}",820
Stettlen,46.959009,7.523611,SPAR mini Stettlen,Bernstrasse 57,3066,"{'isoCode': 'BE', 'localName': 'Bern', 'nameEn': 'Bern', 'uid': 107}",031 932 26 16,031 931 37 31,"[{'pretext': 'Montag', 'date': None, 'text': '07:30 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9677}, {'pretext': 'Dienstag', 'date': None, 'text': '07:30 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9678}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:30 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9679}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:30 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9680}, {'pretext': 'Freitag', 'date': None, 'text': '07:30 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9681}, {'pretext': 'Samstag', 'date': None, 'text': '07:30 - 17:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9682}]","{'marketType': 'SPAR mini', 'uid': 8}",886
Rapperswil,47.222821,8.828576,SPAR mini Rapperswil,Oberseestrasse 58,8640,"{'isoCode': 'SG', 'localName': 'St. Gallen', 'nameEn': 'St. Gallen', 'uid': 119}",055 220 28 20,,"[{'pretext': 'Montag', 'date': None, 'text': '07:00 – 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 7062}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00 – 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9511}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00 – 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9512}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00 – 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9513}, {'pretext': 'Freitag', 'date': None, 'text': '07:00 – 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9514}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 – 17:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 7063}, {'pretext': 'Sonntag', 'date': None, 'text': '09:00 – 17:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 7064}]","{'marketType': 'SPAR mini', 'uid': 8}",814
